PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,,
23,9/27/24,18:07:00,7,3,"Ackerman, Jess",1000133213,Left,MER_BEA,"Joye, Preston",1000076383,Right,MER_BEA,Undefined,1,Top,2,0,2,Fastball,Sinker,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,91.79251,0.098049,2.445958,2193.689957,119.346471,10:00,5.35291,-2.11777,6.1368,-21.87576,11.30056,-18.0608,3.62063,-1.36078,82.98692,-4.04323,-0.808138,0.414558,,,,,,,,,,,,9.97709,6.13981,1.93956,50,5.34914,-4.89728,-133.18511,-0.46607,17.73673,31.34564,-21.25906,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240927-MercerUniversity-Private-1,d1b7ba90-7d1c-11ef-898b-7f46a3e9fb79,90.9219,,,8.80559,,,,,,,ed470de8-632a-44ed-814b-5cd5f63bbc8c,9/27/24,22:07:00,2024-09-27T18:06:59.6770000-04:00,2024-09-27T22:06:59.6770000Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,815ea8aa-76a4-4735-a7e2-dc5440295bc9,54.36239,-134.20789,15.67282,5.35303,0.22759,-10.62953,2.1088,-5.47602,8.86837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.02822,,,1.296924,,,,-3.7421,5.82149,2.93452,71.96223,5.54216,52.8279,-3.61195,65.20639,-5.32575,5.9056,18.11015,-14.16264,2.92405,39.05132,-0.44336,High,High,High,,,High,High,High,,
24,9/27/24,18:10:19,1,1,"Gaspard, Jackson",804850,Right,MER_BEA,"Ewaldsen, Collin",10091945,Left,MER_BEA,Undefined,1,Bottom,0,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,90.08392,-2.900339,-1.578333,2308.72528,203.820884,12:45,5.89488,1.27323,6.1711,-14.09847,20.00143,8.3476,2.0378,0.51066,82.4342,-5.612984,-0.072711,0.420289,,,,,,,,,,,,-4.73866,11.4682,-1.15775,50,5.66758,3.25642,-130.73608,-6.98468,-8.20738,27.37188,-12.31109,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240927-MercerUniversity-Private-1,48a8a470-7d1d-11ef-898b-7f46a3e9fb79,89.68223,,,7.64972,,,,,,,ed470de8-632a-44ed-814b-5cd5f63bbc8c,9/27/24,22:10:19,2024-09-27T18:10:19.2308890-04:00,2024-09-27T22:10:19.2308890Z,,v3,471354,471354,,"Stephens, Eli",1000196683,Right,MER_BEA,a90a3392-bd7a-437b-88de-6199f2f5309f,54.32929,-131.63937,13.68594,5.89137,-6.57841,-6.15554,-1.26968,3.52727,-4.10369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
25,9/27/24,18:10:32,1,2,"Gaspard, Jackson",804850,Right,MER_BEA,"Ewaldsen, Collin",10091945,Left,MER_BEA,Undefined,1,Bottom,0,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,90.86586,-3.592655,-3.084824,2311.416131,201.241271,12:45,5.80746,1.05676,6.19316,-12.91528,20.66245,7.61071,1.40503,-1.15989,83.17918,-6.086893,-1.714107,0.417058,,,,,,,,,,,,-4.76835,11.99469,-0.8278,50,5.52926,6.77803,-131.65379,-8.5922,-8.38238,27.53203,-11.08831,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240927-MercerUniversity-Private-1,5088c940-7d1d-11ef-898b-7f46a3e9fb79,90.37688,,,7.68668,,,,,,,ed470de8-632a-44ed-814b-5cd5f63bbc8c,9/27/24,22:10:32,2024-09-27T18:10:32.4684442-04:00,2024-09-27T22:10:32.4684442Z,,v3,471354,471354,,"Stephens, Eli",1000196683,Right,MER_BEA,e8a39360-e762-42af-b685-176df52b7985,54.30729,-132.55149,13.76601,5.80352,-8.23066,-5.54415,-1.05326,7.05134,-4.19119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
26,9/27/24,18:10:47,1,3,"Gaspard, Jackson",804850,Right,MER_BEA,"Ewaldsen, Collin",10091945,Left,MER_BEA,Undefined,1,Bottom,0,1,1,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,78.67081,1.017892,0.954136,2485.727413,50.042643,7:45,5.76242,1.34739,5.26326,-53.21645,-6.8904,-9.98528,2.28426,1.41178,72.1758,-8.631114,-0.820853,0.489874,,,,,,,,,,,,5.24737,-3.2452,-1.4272,50,5.81637,-1.4957,-114.19763,0.1352,6.9046,21.73286,-36.44413,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240927-MercerUniversity-Private-1,59088970-7d1d-11ef-898b-7f46a3e9fb79,76.9432,,,6.49502,,,,,,,ed470de8-632a-44ed-814b-5cd5f63bbc8c,9/27/24,22:10:47,2024-09-27T18:10:46.6414234-04:00,2024-09-27T22:10:46.6414234Z,,v3,471354,471354,,"Stephens, Eli",1000196683,Right,MER_BEA,8ab6d81f-b226-4009-9edc-ddf0398c5487,55.23973,-115.19048,10.86643,5.77216,1.80013,-18.22206,-1.35166,-1.81113,3.4523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
27,9/27/24,18:11:03,1,4,"Gaspard, Jackson",804850,Right,MER_BEA,"Ewaldsen, Collin",10091945,Left,MER_BEA,Undefined,1,Bottom,0,2,1,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,90.6505,-2.754711,-1.489256,2316.220051,198.478288,12:30,5.90834,1.11678,6.31675,-13.7845,19.83883,6.25524,2.21942,0.26597,82.59362,-5.425289,-0.357931,0.417342,,,,,,,,,,,,-3.66197,11.42501,-1.0105,50,5.69958,3.16067,-131.54167,-6.66212,-6.39154,28.90584,-12.23299,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240927-MercerUniversity-Private-1,628ee430-7d1d-11ef-898b-7f46a3e9fb79,90.31554,,,8.05688,,,,,,,ed470de8-632a-44ed-814b-5cd5f63bbc8c,9/27/24,22:11:03,2024-09-27T18:11:02.6824346-04:00,2024-09-27T22:11:02.6824346Z,,v3,471354,471354,,"Stephens, Eli",1000196683,Right,MER_BEA,48bcbab3-e31c-4639-b1d0-3e3a2c02fb75,54.18249,-132.45757,14.45292,5.90453,-6.27451,-6.11649,-1.11386,3.36319,-3.19577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
28,9/27/24,18:11:19,1,5,"Gaspard, Jackson",804850,Right,MER_BEA,"Ewaldsen, Collin",10091945,Left,MER_BEA,Undefined,1,Bottom,0,2,2,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,90.34152,-2.518187,-1.884552,2261.59572,214.396536,1:15,5.91023,1.0897,6.2032,-18.64981,15.21198,9.67544,2.0288,0.15574,82.7232,-6.048479,-0.138024,0.418819,,,,,,,,,,,,-5.49335,8.89367,-0.95248,50,5.71119,3.90921,-131.12538,-6.3146,-9.57073,27.55034,-16.6792,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240927-MercerUniversity-Private-1,6c03b2c0-7d1d-11ef-898b-7f46a3e9fb79,89.99695,,,7.61832,,,,,,,ed470de8-632a-44ed-814b-5cd5f63bbc8c,9/27/24,22:11:19,2024-09-27T18:11:18.5630000-04:00,2024-09-27T22:11:18.5630000Z,,v3,471354,471354,,"Stephens, Eli",1000196683,Right,MER_BEA,a55dd8cc-fcb7-4362-8acd-c8ca834de2ae,54.29657,-132.02504,13.77517,5.9085,-5.76994,-8.3396,-1.08524,4.22174,-4.78536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.49582,2.22688,1.314355,0.912524,-2.54757,1.59802,-0.15073,-0.92302,5.11807,-4.99345,71.80093,2.93034,-52.98105,-0.8955,84.25319,-5.01859,5.15528,10.33865,-13.98816,-5.06944,-60.0414,8.23443,High,High,High,,,High,High,High,,
29,9/27/24,18:11:57,2,1,"Gaspard, Jackson",804850,Right,MER_BEA,"Frye, Bradley",1000077438,Right,MER_BEA,Undefined,1,Bottom,1,0,0,Cutter,Slider,InPlay,Undefined,GroundBall,Out,1,0,,88.03269,-1.626765,-1.649603,2184.039482,186.250782,12:15,5.75833,1.13046,5.96428,-29.88096,5.70618,0.51579,1.75878,-0.35659,81.64056,-7.132153,-1.55684,0.429356,,,,,,,,,,,,-0.67413,3.64544,-0.99986,50,5.61237,3.66476,-127.97563,-4.64916,-1.12997,23.75852,-26.0636,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240927-MercerUniversity-Private-1,82b77740-7d1d-11ef-898b-7f46a3e9fb79,87.78824,,,6.39212,,,,,,,ed470de8-632a-44ed-814b-5cd5f63bbc8c,9/27/24,22:11:57,2024-09-27T18:11:56.6399130-04:00,2024-09-27T22:11:56.6399130Z,,v3,471354,471354,,"Stephens, Eli",1000196683,Right,MER_BEA,b5e4a7ad-5de9-44d2-98c8-39cd60252a6e,54.53847,-128.81543,11.87926,5.76042,-3.72788,-13.0318,-1.13011,3.70471,-0.56499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
30,9/27/24,18:12:40,3,1,"Gaspard, Jackson",804850,Right,MER_BEA,"Lester, Parker",1000077785,Left,MER_BEA,Undefined,1,Bottom,2,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,90.29877,0.037049,-1.537812,2367.210221,219.813892,1:15,5.86203,1.07179,6.23249,-19.27285,14.54859,11.23749,4.29015,0.58915,82.38196,-3.628236,0.491371,0.418569,,,,,,,,,,,,-6.21347,7.84481,-0.96209,50,5.85506,3.05248,-131.20656,-0.47798,-10.82278,27.96681,-18.50977,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240927-MercerUniversity-Private-1,9caece00-7d1d-11ef-898b-7f46a3e9fb79,90.05068,,,7.91681,,,,,,,ed470de8-632a-44ed-814b-5cd5f63bbc8c,9/27/24,22:12:40,2024-09-27T18:12:40.1841818-04:00,2024-09-27T22:12:40.1841818Z,,v3,471354,471354,,"Stephens, Eli",1000196683,Right,MER_BEA,a3e67167-aa93-4cd7-b46f-d058a15bb73b,54.26731,-132.11301,13.98341,5.86083,0.12195,-9.25488,-1.06671,3.40327,-5.41139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
31,9/27/24,18:12:57,3,2,"Gaspard, Jackson",804850,Right,MER_BEA,"Lester, Parker",1000077785,Left,MER_BEA,Undefined,1,Bottom,2,1,0,Fastball,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,88.97666,-2.019657,-0.85765,2269.435791,224.928605,1:30,5.80485,1.13618,6.34421,-22.32962,12.40827,11.26575,2.08371,1.28536,81.41432,-6.229933,1.183144,0.424202,,,,,,,,,,,,-6.05898,7.37528,-1.07853,50,5.64737,1.477,-129.24955,-5.2205,-10.23176,27.37055,-19.71947,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240927-MercerUniversity-Private-1,a6987e70-7d1d-11ef-898b-7f46a3e9fb79,88.85484,,,7.56234,,,,,,,ed470de8-632a-44ed-814b-5cd5f63bbc8c,9/27/24,22:12:57,2024-09-27T18:12:56.8280218-04:00,2024-09-27T22:12:56.8280218Z,,v3,471354,471354,,"Stephens, Eli",1000196683,Right,MER_BEA,7f34fe68-362a-44d0-8810-ee150455bf22,54.15539,-130.12654,13.68528,5.80452,-4.58866,-9.85973,-1.13111,1.80484,-5.11588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
32,9/27/24,18:13:14,3,3,"Gaspard, Jackson",804850,Right,MER_BEA,"Lester, Parker",1000077785,Left,MER_BEA,Undefined,1,Bottom,2,1,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,86.67211,-2.569614,-2.483804,1546.393679,256.807482,2:30,5.56914,1.23444,6.29855,-31.31951,5.46961,18.24316,0.58765,0.46462,79.47934,-8.386742,0.819968,0.436547,,,,,,,,,,,,-10.188,3.95949,-1.06006,50,5.36508,4.74633,-125.78876,-6.63856,-16.26481,26.37159,-25.85287,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240927-MercerUniversity-Private-1,b0c886b0-7d1d-11ef-898b-7f46a3e9fb79,86.34222,,,7.19277,,,,,,,ed470de8-632a-44ed-814b-5cd5f63bbc8c,9/27/24,22:13:14,2024-09-27T18:13:13.8840218-04:00,2024-09-27T22:13:13.8840218Z,,v3,471354,471354,,"Stephens, Eli",1000196683,Right,MER_BEA,b0e9dfe8-660c-4a66-9873-de9fedede3b0,54.20365,-126.66699,13.18579,5.57182,-5.77761,-12.92643,-1.22714,5.28798,-8.13241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
33,9/27/24,18:13:31,3,4,"Gaspard, Jackson",804850,Right,MER_BEA,"Lester, Parker",1000077785,Left,MER_BEA,Undefined,1,Bottom,2,2,1,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,88.00634,0.371526,-1.209113,2309.618835,172.391341,11:45,5.86142,1.20427,5.7758,-29.00336,7.25839,-0.81622,3.79028,0.01094,80.36723,-5.011738,-1.355276,0.433407,,,,,,,,,,,,0.0722,3.9661,-1.10388,50,5.8748,2.73231,-127.77743,-0.1758,0.11923,26.60681,-25.6244,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240927-MercerUniversity-Private-1,badec560-7d1d-11ef-898b-7f46a3e9fb79,86.96777,,,7.63912,,,,,,,ed470de8-632a-44ed-814b-5cd5f63bbc8c,9/27/24,22:13:31,2024-09-27T18:13:30.8466330-04:00,2024-09-27T22:13:30.8466330Z,,v3,471354,471354,,"Stephens, Eli",1000196683,Right,MER_BEA,78342f1b-2666-4ae7-9685-53e58040fe6f,54.7232,-128.75718,13.30341,5.8639,0.76777,-12.8122,-1.20442,2.72792,0.05962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
34,9/27/24,18:13:50,3,5,"Gaspard, Jackson",804850,Right,MER_BEA,"Lester, Parker",1000077785,Left,MER_BEA,Undefined,1,Bottom,2,3,1,Cutter,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,89.42255,-1.592127,-2.31229,2325.055756,197.951139,12:30,5.84159,1.22265,6.32672,-15.12131,19.35009,5.90504,3.11367,-0.41589,81.52016,-4.512986,-1.245063,0.422572,,,,,,,,,,,,-3.75032,10.8826,-1.05652,50,5.71793,5.01003,-129.8458,-3.99511,-6.38251,27.98981,-13.65346,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240927-MercerUniversity-Private-1,c60fc2e0-7d1d-11ef-898b-7f46a3e9fb79,89.19764,,,7.90239,,,,,,,ed470de8-632a-44ed-814b-5cd5f63bbc8c,9/27/24,22:13:50,2024-09-27T18:13:49.6513178-04:00,2024-09-27T22:13:49.6513178Z,,v3,471354,471354,,"Stephens, Eli",1000196683,Right,MER_BEA,634921c8-464e-433d-8824-3316535752e4,54.17451,-130.74257,13.99491,5.83892,-3.55767,-6.82673,-1.22031,5.21452,-3.19126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
35,9/27/24,18:14:15,3,6,"Gaspard, Jackson",804850,Right,MER_BEA,"Lester, Parker",1000077785,Left,MER_BEA,Undefined,1,Bottom,2,3,2,ChangeUp,Changeup,BallCalled,Walk,Undefined,Undefined,0,0,,87.39369,-2.386844,-2.420849,1635.673065,214.84115,1:15,5.5304,1.25063,6.2561,-21.55151,14.33615,9.23453,1.53012,-0.21359,80.60752,-6.43652,-0.752905,0.431165,,,,,,,,,,,,-5.38677,8.38827,-1.075,50,5.34219,4.99862,-126.91036,-5.92445,-8.85356,24.08617,-18.38731,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240927-MercerUniversity-Private-1,d5043100-7d1d-11ef-898b-7f46a3e9fb79,87.4199,,,6.78617,,,,,,,ed470de8-632a-44ed-814b-5cd5f63bbc8c,9/27/24,22:14:15,2024-09-27T18:14:14.6904730-04:00,2024-09-27T22:14:14.6904730Z,,v3,471354,471354,,"Stephens, Eli",1000196683,Right,MER_BEA,2ead4f2a-e1bb-418d-a1aa-ba6a0070d536,54.24469,-127.71341,12.04308,5.52949,-5.3114,-9.19366,-1.24658,5.29381,-4.42678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
36,9/27/24,18:14:56,4,1,"Gaspard, Jackson",804850,Right,MER_BEA,"Kamaka, Titan",702798,Right,MER_BEA,Undefined,1,Bottom,2,0,0,Curveball,Curveball,BallinDirt,Undefined,Undefined,Undefined,0,0,,77.21724,-0.342984,-0.989797,2448.263245,51.781343,7:45,5.76276,1.27926,5.13556,-56.78098,-7.99989,-12.2819,0.70797,-0.67644,70.64663,-10.581735,-3.170759,0.502686,,,,,,,,,,,,5.81603,-3.40697,-1.17648,50,5.68653,2.42443,-111.97884,-2.66999,7.2799,22.90113,-36.43853,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240927-MercerUniversity-Private-1,ed6cf880-7d1d-11ef-898b-7f46a3e9fb79,74.98201,,,6.57061,,,,,,,ed470de8-632a-44ed-814b-5cd5f63bbc8c,9/27/24,22:14:56,2024-09-27T18:14:55.5873946-04:00,2024-09-27T22:14:55.5873946Z,,v3,471354,471354,,"Stephens, Eli",1000196683,Right,MER_BEA,e6e54a1a-0551-4513-8911-a34e934a102f,55.36747,-113.07122,11.45057,5.77243,-0.93187,-18.21926,-1.28384,2.07717,3.63995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
37,9/27/24,18:15:14,4,2,"Gaspard, Jackson",804850,Right,MER_BEA,"Kamaka, Titan",702798,Right,MER_BEA,Undefined,1,Bottom,2,1,0,Cutter,Cutter,InPlay,Undefined,GroundBall,FieldersChoice,1,0,,88.88101,-1.356934,-2.141155,2418.565666,188.732995,12:15,5.85601,1.17703,6.37187,-23.07084,11.47701,1.60532,2.68376,-0.6603,81.83749,-5.692365,-1.850599,0.42304,96.24391,-14.058728,-5.191624,,,,,11.66414,11.48963,-1.36707,0.076513,-1.40807,6.66544,-1.02308,50,5.74706,4.76908,-129.20015,-3.75324,-2.39189,25.66573,-20.85142,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240927-MercerUniversity-Private-1,f8a34d30-7d1d-11ef-898b-7f46a3e9fb79,89.09893,2.62841,,7.04352,,,,1.20777,2.62841,0.67148,ed470de8-632a-44ed-814b-5cd5f63bbc8c,9/27/24,22:15:14,2024-09-27T18:15:14.4881818-04:00,2024-09-27T22:15:14.4881818Z,GroundBall,v3,471354,471354,,"Stephens, Eli",1000196683,Right,MER_BEA,679a457e-df18-47ec-9a46-42b3aec4ecee,54.13063,-130.01812,12.83286,5.85609,-3.08871,-10.42571,-1.17629,4.84532,-1.19595,180,1.20467,136.6189,,,,,,,,2.62918,-34.35262,,,,,,,,0.67177,-12.41316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,,
38,9/27/24,18:18:05,1,1,"Alvey, Caden",10058580,Left,MER_BEA,"Johnson, Drew",10170563,Right,MER_BEA,Undefined,2,Top,0,0,0,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,89.81036,-0.581609,1.967843,2322.174203,153.773531,11:15,5.72583,-2.45763,5.92049,-18.45375,16.08674,-7.39595,3.64793,-1.24703,82.14288,-4.07471,0.640689,0.422995,,,,,,,,,,,,4.35421,8.74497,2.30429,50,5.66877,-4.17459,-130.45408,-1.88979,7.51279,27.12469,-17.08537,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240927-MercerUniversity-Private-1,5e51e150-7d1e-11ef-898b-7f46a3e9fb79,89.1084,,,7.66749,,,,,,,ed470de8-632a-44ed-814b-5cd5f63bbc8c,9/27/24,22:18:05,2024-09-27T18:18:05.0822810-04:00,2024-09-27T22:18:05.0822810Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,21904047-665b-4c3f-b06e-db29495b1260,54.58135,-131.4032,13.56234,5.72444,-1.29196,-8.54268,2.45496,-4.43747,3.75639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
39,9/27/24,18:18:27,1,2,"Alvey, Caden",10058580,Left,MER_BEA,"Johnson, Drew",10170563,Right,MER_BEA,Undefined,2,Top,0,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,89.39352,-0.196855,2.111552,2315.365374,169.633444,11:45,5.70974,-2.46038,5.95099,-20.53466,14.04576,-2.38827,3.81581,-0.70006,82.36388,-4.04996,1.682914,0.42324,,,,,,,,,,,,1.75374,7.56867,2.29364,50,5.68242,-4.69008,-129.91679,-1.0944,3.02569,24.80554,-19.11597,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240927-MercerUniversity-Private-1,6b858ca0-7d1e-11ef-898b-7f46a3e9fb79,89.05693,,,7.02964,,,,,,,ed470de8-632a-44ed-814b-5cd5f63bbc8c,9/27/24,22:18:27,2024-09-27T18:18:27.2257690-04:00,2024-09-27T22:18:27.2257690Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,ab8b5089-9c26-42c0-a6b1-0160bfaec092,54.55017,-130.78268,12.40277,5.70898,-0.42712,-9.55799,2.4592,-4.7957,1.51284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
40,9/27/24,18:18:44,1,3,"Alvey, Caden",10058580,Left,MER_BEA,"Johnson, Drew",10170563,Right,MER_BEA,Undefined,2,Top,0,1,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,78.77889,0.955643,0.168294,2383.034112,299.099326,4:00,5.5901,-2.66581,5.13966,-48.4801,-2.15662,6.48532,2.45006,-1.96689,72.30641,-7.837424,1.317711,0.48986,,,,,,,,,,,,-3.16961,-0.86992,2.64486,50,5.64225,-0.60297,-114.33957,0.1754,-4.19159,21.28999,-33.32447,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240927-MercerUniversity-Private-1,75990c30-7d1e-11ef-898b-7f46a3e9fb79,76.9453,,,6.47248,,,,,,,ed470de8-632a-44ed-814b-5cd5f63bbc8c,9/27/24,22:18:44,2024-09-27T18:18:44.0208538-04:00,2024-09-27T22:18:44.0208538Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,9e2a1774-2ea4-4e8f-b9ca-f47b6ed5a735,55.36206,-115.33367,10.64499,5.59774,1.73141,-16.66223,2.66844,-0.40725,-2.0958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
41,9/27/24,18:19:02,1,4,"Alvey, Caden",10058580,Left,MER_BEA,"Johnson, Drew",10170563,Right,MER_BEA,Undefined,2,Top,0,2,1,Fastball,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,88.19064,0.60479,1.882543,2406.935983,184.710654,12:15,5.65657,-2.67038,6.02959,-25.76671,9.808,0.72098,4.06978,-0.8662,80.93711,-4.208652,2.012147,0.429281,,,,,,,,,,,,0.12858,5.21957,2.52276,50,5.68987,-4.24141,-128.13804,0.51918,0.21475,25.32979,-23.45569,MER_BEA,MER_BEA,MercerUniversity,TeamExclusive,Team,20240927-MercerUniversity-Private-1,8060c090-7d1e-11ef-898b-7f46a3e9fb79,87.80358,,,7.25353,,,,,,,ed470de8-632a-44ed-814b-5cd5f63bbc8c,9/27/24,22:19:02,2024-09-27T18:19:02.2036122-04:00,2024-09-27T22:19:02.2036122Z,,v3,471354,471354,,"Thompson, Zack",1000220619,Right,MER_BEA,8e098905-f292-4db2-8d18-bde1056c246d,54.47104,-129.01882,12.6649,5.65763,1.3348,-11.72784,2.67038,-4.24887,0.10738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,
